,tweet,label
482,Winner's Twitter usernames:   @Crypto_Viperz   @edijpeg   @BPalermom   @SicKyaw   @Miraakter11   @anya_berliana   @SetanEdrop   @damsel24712631   @ArumiChannn   @BusardHoob  Send a DM from your Twitter profile to  @BitzenSpace  with $BUSD (BEP20) deposit address! http,micro
483,TikTok is a growing platform for new creators to get involved in and grow! Today we are introducing the first of our hosts on the Xcademy TikTok course and that is TikTok star Ed Beaufoy who has over 750k Followers on the app!  Coming very soon to http http,macro
484,RT @user Signups for @user open on http is also be available on @user &amp; http,macro
485,"Dani Itss, who specialises in YouTube shorts has gained over 3 million subscribers and 2 billion views, in the last 12 months! A YouTuber with incredible recent growth, is now creating their own Fan Token on $XCAD!  $XCAD $ZIL #watch2earn http",macro
486,"Step 2 of the DEX will begin this week, thinning the supply further.  Step 1 has seen a large portion of the XCAD supply locked up in liquidity on our DEX ($38m TVL)  Single asset staking with differing APRs &amp; lock up times will launch this week. Attractive APR’s will be on offer",macro
487,"@user @user Join our telegram chat, someone can try to help you :)   https://t.co/LfIdttdW1B",macro
488,RT @user @user @user @user @user @user @user @user Thoughts?,macro
489,@user Thank you for working hard on a Saturday to restore the network 🤝,macro
490,RT @user ⚡️Trending Searches by @user October 2021 $AXS $SLP $XCAD $BPAY $LUNA $SHIB $HNT $SOL $AVAX $WSG http,macro
491,"RT @user Managed to get my hands on a code last night! I must say, very easy to use interface. Great job!   @XcademyOfficial @user $XC…",macro
492,RT @user INSIGHT: @user   🔹The $XCAD ecosystem has been growing and is present in every continent worldwide! 🔸The #Wa…,macro
493,"RT @user $IOTA launched its smart contract beta that makes #Ethereum ERC-20 tokens interoperable with its network, #IOTA smart contra…",nano
494,RT @user I'm way luckier minting #nfts on #iota than on #Terra $luna 🤣 👀,nano
495,"RT @user Hungry? Because the worth of 2.9 million pizzas was lost to Miner Extractable Value in the past 30 days, on $ETH only. #M…",nano
496,RT @user Interested in learning more about the 25 new #digitalassets we have under consideration? Read @user for more. http,nano
497,RT @user Which Layer 1 would you bet on? #hbar $ftm #avax #iota,nano
498,RT @user BREAKING: Panama set to approve the use of #Bitcoin and 8 other cryptos ‘without limitation’. 🇵🇦  $ETH $XRP $LTC $XDC $…,nano
499,RT @user 🥉Third Place Game🥉 Which is the better crypto? $ALGO or $IOTA  Only humans may vote in the #UltimateCrypto tournament.…,nano
500,RT @user Which is the better crypto?  $XTZ or $IOTA  Only humans may vote 🥳 #UltimateCrypto @tezos @user,nano
501,"RT @user Hon. Butiime: In order to give force to the Compensation Scheme, the Uganda",macro
502,👉I just joined the @user IDO Whitelist   🔥GET YOUR GUARANTEED IDO ALLOCATION TODAY! @user @user @user @user @user @user @user @user $BTC $ETH #VELAS $CAKE $ADA $KCC #nft # http,no influencer
503,@user $DOGE 🐕,no influencer
504,It’s National Cancer Survivors Day! Help us celebrate by making a donation to honor a survivor in your life. Give now at http http,mega
505,"RT @user Tune in: An engaging convo on ""#Cancer in Color: Equitable Care for Our Communities"" hosted by @user and mod…",mega
506,"“Chemo number six! Half way done! Huzzah!” -Sarah  If you were just diagnosed or need someone to talk to, our cancer helpline is here for you 24/7/365. 1-800-227-2345 http",mega
507,"Way to go, Patrick! What do you say, @user Can you help us Force push his goal? http",mega
508,Study Does Not Find Link Between #OvarianCancer &amp; Genital Powder Use http,mega
509,"@user So sorry to hear about the loss of your son, Johns. Thank you so much for your donation. We're thinking of you. 💙",mega
510,@user @user @user Thank you for your support! ❤,mega
511,RT @user I was nominated for the @user #TwentyForTwenty challenge by @user @user @user and @user,mega
512,"RT @user This holiday season, the American Cancer Society (@AmericanCancer) continues to highlight the importance of getting screened.…",mega
513,"Thank you for sharing your full-circle story with us, Lindsay. We’re celebrating survivors during National Cancer Survivors Month, and we hope you’ll join us. ​  Learn more and help us celebrate cancer survivors at http http",mega
514,Best thing I can guess reason for this preferred stock div. is that it will create a potential arb trap.  Essentially the value of $APE to $AMC is fixed technically. There is a set conversion in the future perhaps. BUT if apes distort the value of $APE - arbs might short it. 2/3,nano
515,"I have some ""ape"" friends in my life who are $AMC true believers. They tell me the $APE special div. is about 'uncovering illegal naked shorts in AMC'. (&amp; moon $AMC obvi.)  Very possible I don't understand how that would work, but I have another theory on @user strategy. 1/3",nano
516,&amp; short it &amp; short it. Apes keep buying $APE furthering the disconnect from tech value to price.  So maybe if arbs didn't watch MEME revolution-they get squeezed. This idea means an $APE short squeeze is the 'AMC MOON' event. What am I missing here (Perhaps squeeze trigger?) 3/3,nano
517,$Luna Classic is going to go crazy and I am here for it. #LFG,no influencer
518,HODL onto you $LUNA. http,no influencer
519,$AMP is ridiculously oversold.⏳,no influencer
520,@user You should rename your page. This is political and has absolutely nothing to do with $SPELL. It is not helpful whatsoever. WTF are you doing??,no influencer
521,Grabbed up $Spell. I got a feeling.🧙‍♀️🔮,no influencer
522,Huge divergence between small caps $IWM and $QQQ I think the Fed meeting next week will narrow the gap.,macro
523,$GME #gamestop bullish cup and handle forming gap fill coming next week at $220 but could happen overnight if we close strong http,macro
524,$BBIG valuation wow.. $5 today http,macro
525,Great article on Cathy Woods ARK Funds new buy $LC LendingClub: Digital Bank Transformation Isn't Priced In (NYSE:LC) | Seeking Alpha http,macro
526,New Score trading $SCR $100 here we come or worse $PENN ⁦@PNGamingInc⁩ buys Score Gaming for $50 to $60 a share remember Penn already owns a chunk of Score stock already.. http,macro
527,(Must Read) The Secret IRS Files: Trove of Never-Before-Seen Records Reveal How the Wealthiest Avoid Income Tax http,macro
528,"Peter Lynch made 30% annualized using a simple rule for large cap stocks. Buy any large cap growth stock when the earnings lines crosses above its price, because in the long run earnings drive stock prices. And there is no better example than $AMZN",macro
529,College Baseball World Series Bets to Win  Oregon 35 to 1 @user  Oklahoma State 35 to 1 @user  Fairfield 125 to 1 @user  Michigan 150 to 1 @user,macro
530,"🚨 New Integration Alert!  Automatic tax support for @user is now live within @user add your public ETH or Polygon address, and let CoinLedger calculate your gains, losses, and taxes based on your 1inch transaction in seconds 🚀",micro
531,RT @user 🚨 New Integration Alert!  Automatic tax support for @user is now live within @user add your public ETH or P…,micro
532,Who wants us to integrate our tax software with Solana $SOL?,micro
533,RT @user Who wants us to integrate our tax software with Solana $SOL?,micro
534,RT @user 🎁GIVEAWAY!🎁  Prizes:  🏆1 $SOL 🏆1X WL  Must:  1⃣Follow @user &amp; @user  2⃣RT + LIKE 3⃣Tag 3 friends   2 winners…,nano
535,"In 25 minutes on discord, let's go! GAME NIGHT!  🏆🏆🏆🏆🏆🏆 1⃣0.5 $SOL + 1 WL 2⃣0.3 $SOL + 1 WL 3⃣0.2 $SOL + 1 WL 4⃣ 1 WL 5⃣ 1 WL  BOOOOOO!",nano
536,@user U sneaky sneaky human!  U like $Sol i like $Sol  I am dead already so YOU DM me!,nano
537,"We gonna start with the first Spooky game night ! Tonight Vladik, Stephan and Bob will host a trivia contest with prizes in $SOL and WL !  Discord: http http",nano
538,Spooky GIVEAWAY!  To celebrate our DISCORD we will do a giveaway:  👻20 WL 👻1 $SOL  ✅Follow @user + RT ✅Tag 2 friends ✅Join Discord: http #Giveaways #SolanaNFT #nftart http,nano
539,13/ Step 5️⃣: That’s it! Your $LUNA airdrop will be sent and vested at the new Terra wallet address provided in step 3.,mega
540,Terra's Market Module stats courtesy of @user are now available in the link below.   Give it some time to catch up and reflect today's activity.   https://t.co/HgxkHfmbOb,mega
541,Pleased to welcome @user integration of $UST and $LUNA on Terra Station! http,mega
542,"RT @user Holders of $UST, did you know that http is the travel app that loves your token?😏Access hotels, flights,…",mega
543,"13/ However, Terra is designed with explicit, real-time levers to combat the negative effects of endogenous collateral models (increasing tax rate on txs + cashflows to stakers) that traditional banking models cannot match.",mega
544,"RT @user $SCRT x $LUNA x $UST x $MIR  @Cosmos ⚛️ is truly my favorite cross-chain ecosystem. 🤍 (hire me 😉) 🤣  ""Secret’s initial br…",mega
545,RT @user $LUNA on @user 🌕 http,mega
546,"RT @user Just reading @user litepaper, and I'm genuinely impressed. Hats off to @user &amp; @user for incubating such…",mega
547,RT @user We love to see it http,mega
548,"2/ With a successful governance vote, the Terra community will effectively secure a 5-year exclusive partnership deal with a major American professional sports franchise to promote the Terra brand across various parts of its home venue &amp; TV network.",mega
549,"📢 ElrondBet Raffle   ⏰ 8 hours left until the Raffle ends.  Take a chance to win an http NFT + 1 $EGLD while also having fun increasing your $EGLD balance.  ℹ 1 Bet = 1 Ticket (Any Game, Any Token)  Let's see who wants to start the week with more #EGLD. http",micro
550,RT @user I love my latest @user group shot shirt! @user @user http,mega
551,"RT @user Went to my first @user show last night in Denver. @user was absolutely amazing, band was loud, tight, and the c…",mega
552,Check out #TheWinnipeggers 100th Episode Shelebration LIVE ON PPV- MONDAY NIGHT at 9:30p EST! http,mega
553,"RT @user Love a morning walk with Jericho the puppy, whilst listening to the new @user album. @user #wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿 http",mega
554,RT @user @user @user @user @user @user @user @user #AEW #AEWDynamite #AEWonTBS htt…,mega
555,"NOW @user boxing expert @user talks the 1990 @user vs @user fight…the biggest upset in sports history!! How Iron Mike lost the fight, his excessive partying in Tokyo prior to it, firing his entire camp &amp; more! http",mega
556,You should make your own vaxx too...Vaccine Sixteen!  😝@KISSOnline http,mega
557,RT @user #TalkisJericho @user The best podcast out there today !  https://t.co/TFetsJ54ux,mega
558,"RT @user ""For over the past 5 weeks the recognized symbol of excellence in sports entertainment"" 🤣 damnit @user has hit anot…",mega
559,"RT @user My @user bundle from @user got here in time (quick af!!) for me to get the mag signed at #FozzyVIP on Monday,…",mega
560,"RT @user Braver Crypto's Bear Market #Giveaway is BACK! 🔥💰🎊  Has this #BearMarket2022 got u down? 😔  Well, I'm here 2 help! 😄  $25…",nano
561,RT @user 1-year anniversary #giveway 🎂  Today we are celebrating the launch of our validator and we wanted to thank you for this adve…,nano
562,"RT @user 🎀 DAY 2️⃣ of 30 Days of Christmas Giveaways🎀   $300 | FIVE (5) winners, $60 in SOL each.  RT, follow, and tag 2 friends.…",nano
563,"RT @user 🎀☃️DAY 6️⃣ of 30 Days of Christmas Giveaways☃️🎀  $240 | SIX (6) winners, $40 in SOL each | BONUS PRIZES🎁  RT, follow, and…",nano
564,"RT @user 🎀☃️DAY 5️⃣ of 30 Days of Christmas Giveaways☃️🎀  $300 | FIVE (5) winners, $60 in SOL each | BONUS PRIZES🎁  RT, follow, and…",nano
565,"RT @user 🍀🎅LUCKY DAY 7️⃣ of 30 Days of Christmas Giveaways🎅🍀  $280 | 7 winners, $40 in SOL each | BONUS PRIZES🎁  💫RT, follow &amp; tag…",nano
566,RT @user I got $3500 $eth but I don't need it so I will give it to 7 people ($500 each)! 🤪  Make sure to like + Follow me (🔔) to win!…,nano
567,"RT @user 📢 $10,000 $LOOKS Quiz!   Get paid to list your NFTs on #LooksRare! How often do you earn listing points?   A. 1 hour B. 3…",nano
568,RT @user WL GIVEAWAY for @user    Prizes:  2 x Allowlist spots for  @justape_      To enter: Follow  @SwampverseNFT @user,nano
569,"RT @user Hey BBAC fam we're about to hit 1000 followers, so let's do a Giveaway to celebrate! 🐵  1 $SOL - Follow Us - Like, RT a…",nano
570,"RT @user 🎁 Teaming up with  @CardboardCtzNFT   Giving away 2 Whitelists for their upcoming mint! 🤖  🎫 To enter: 1- Like, RT and tag f…",nano
571,"RT @user I'll help pay your bills, drop your $ETH wallets! 🍀 Helping 15 People with $1000 each in #ETH ❤️",nano
572,"RT @user Drop your $SOL address in the comments, you may be airdropped something 👀  ✅ Retweet &amp; Follow to be eligible !  #Solana…",nano
573,RT @user .2 $SOL GIVEAWAY!🚨🎁  RT post below 👇   Winner just now💪,nano
574,RT @user On February 10th we are going to take a snapshot and ALL current TAMAS UNLISTED holders will be air dropped 1 for 1 ThoseAMA…,nano
575,RT @user 🎁 GIVEAWAY 🎁   👉Project - @user  🏆0.5 $SOL  🏆1x NFT 🏆10x WL Spots   To Enter:  1⃣Follow @user &amp; @user,nano
576,Shambo avatars are listed on @user   https://t.co/ryvE4Uj1zd,macro
577,RT @user #BitMart Monthly Report in December 2021  💫Let's go through our milestones of the last month of 2021 and step to the n…,macro
578,🧐🦅 http,macro
579,📢game update 🔷A chance to get a special box when mining with crafted tool and a chance to get one land or avatar from it. 🔷Users can reset avatar attribute in the game by consuming some BALA and CHIP. 🔷Batch buy and maintain of tools will be updated in the latest version.,macro
580,📢BALA and chip can be bridged to @user and @user now. BALA: ETH:0xbe9cBd44E36A2c219475865747bE31e143C77E10 polygon:0xdf66A8F9ceb6FfC754Ed2056418Dd91a9A045875  chip: polygon:0xee6d7FF6370A90DA454500FeC8356f4a6033cF7a eth:0xb02ed5e6Ac798e48e0631e12830bf8a7D3c3F5F2 http,macro
581,"🔎BALA is the platform 💰Token of Shambala.   You could exchange 💰ERA-Tokens and purchase various NFT products and services with BALA.  Era-Tokens can only be exchanged with BALA, that is, convert BALA into ERA-Tokens through 👉BalaSwap.🎉🎉🎉 http",macro
582,"🔥BalaSwap is now online for public testing 👏. Any problems you find during use can be reported to us on Twitter or Telegram. @user friends, join the test and get 20M rewards.🚀 Note: Please enter http in the browser of your BSC Wallet Dapp if you use a phone. http",macro
583,RT @user 📢ANNOUNCEMENT📢   🥳To celebrate MetaLine's strategic #partnership with  @ShambalaUni    #Airdrop is Coming!  🏆 5 Mystery Bo…,macro
584,"🔥After IDO, what do you expect Shambala to do next?🧐 Choose an answer, @user 👪people, reply with your BSC address. 1000 people will be drawn to get 10M BALA each. 💪The chance to get into the lucky draw ends in ⏰48hrs.🚀 #BALA #NFT #gamefi",macro
585,"Next #bezoge run is gonna be wild, mark my words. Market cap could easily be 10 times larger, and will be.   $bezoge #NFT #BezogeArmy #playtoearn @user #LegendsOfBezogia $vgx $vra $trias $sol $blok #btc #ethereum $btc $eth",no influencer
586,LOL whoever just sold all that $sol just got totally wrecked.  Price was back up where it was within 60 seconds of the sale 😂,no influencer
587,"I remember like it was yesterday the last time $vra dropped to $0.029.  I remember saying, ""damn, I really should buy some"" but then I didn't.  That proved to be a really stupid decision.  Didn't make that mistake this time ;)  BAGS ARE FILLED!  $toko $vgx $sol $hnt #crypto #dip",no influencer
588,$toko and $vra and absolute kings during this crypto market #dip  #crypto $ada $vgx $btc $eth $blok $bezoge #nft #saitama #nft #playtoearn #proofofview #Indonesia,no influencer
589,Glad I got back into $sol when I did.  Gonna be stocking up every chance i get!  #crypto #bitcoin $btc $eth #ethereum #dip #crash #nfts $vra $matic $luna $rose $bezoge #saitama,no influencer
590,"yall really think the $sol dump is because of the wormhole thing? it's not, ya dumbasses.  did you forget that everything is following bitcoin right now? compare the charts lmfao",no influencer
591,$toko market cap is only 6.5 mil…do you realize how hilariously small that is? 🤯🤯🤯🤯Growth is essentially guaranteed.   $vra $sol $luna $bezoge #Saitama  #ToTheMoon $vgx $matic $rose $shib $doge #nft #crypto #Bitcoin  $matic $trias,no influencer
592,"Remember a few days ago when #bezoge not only weathered the little #bitcoin dip, but kept rocketing? Watch as it happens again 😜.   $bezoge #LegendsOfBezogia #bezogi #nft #nfttoken #playtoearn #alpha #twitch $vgx $vra $sol $trias $blok",no influencer
593,"Yes I know $luna has been outperforming $sol, but do not give up hope. The time will come.",no influencer
594,@user Hey ! Dm me ! 🔌🔥,macro
595,I'm sorry. I've seen enough delusion that I can't hold my tongue. $AMC and now $APE are not going to squeeze. Not going to rip up and get all your losses back. I was there in June 2021 and got some profita. But after the continual pump and major dumps after that I called it quits,no influencer
596,@user And they canceled options for $APE. Obvious collusion,no influencer
597,"realizing that there is no such thing as a DeFi blue chip  industry is too young. larger caps like $YFI, $AAVE, $SNX, $MKR get slowed down by governance &amp; increased security demands by boomers  agile, willing to adapt, &amp; hungry for success. if they slow down once ahead, get out",micro
598,@user @user @user $OHM would be wise to cash out of $DAI before this goes through  could end up getting a sweet deal if they decide to go with $FRAX or $UST instead 🤔,micro
599,"imo makes sense to react rather than predict if you’re trading in this market. even then, your edge is pretty shite.  i’ll just keep stacking my $CVX / $SOLID stable yields for the next few months.  maybe even beef up my hentai NFT portfolio. idk.",micro
600,"tbh i think it’s essentially to build out DAPPs cross-chain from the beginning. look at the incentive programs for $AVAX, $FTM, $ONE, $NII, $LUNA, etc…  it’s free money for devs, can bootstrap their protocol without high emissions. throw in $OHM Pro &amp; eliminate Pool2…   whoosh http",micro
601,"October for $SPELL:  - Degenbox (borrow $MIM against yield-earning LPed assets on $SUSHI, $JOE, $SPIRIT, $BOO, etc.) - $LUNA and $UST integrations - maybe $ADA?? lmao - $ICE UNIv3 pools borrowing $MIM to lever up - several @user candles - $sSPELL tokenomics update  yeeeesh 🧙‍♂️",micro
602,"peer-to-peer lending markets are one of the oldest DeFi products and have consumed a vast majority of TVL in the space, like $AAVE with $15.21B &amp; $COMP $11.52B (@DefiLlama)  but are they as safe as they seem?  and is there a better alternative?   (hint: yes &amp; it’s called $SPELL)",micro
603,ngl the only reason i have stables is to buy more $ETH if we have a giga dump  should’ve gone all in at 2k smh,micro
604,$AVAX shitcoiners swimming in money while the rest of the market clenches their cheeks and draws meme lines  let me make this easy on you:  - meme coin that gives you $TIME - dog coin below RFV that is having a buyback in 3 days  will they rug? maybe. at least it’s fun,micro
605,tbh there are so many ways for $SDOG to go wrong but its an $AVAX coin so it might just find a way to pump after the buyback  maybe,micro
606,$OHM x $BTRFLY comeback is going to blow your fucking mind,micro
607,"The UBA CRYPTO TRADERS FEMALE NFT will be launched on @user Time: April 11th, 2022 UTC 12 PM 💵 Price: 32 USDT  As we add liquidity and start to open trading pairs to the UBA ecosystem, the crypto trader series will also provide access to trading competition events. http",macro
608,@user kindly stay tuned for upcoming announcements.,macro
609,"But first - an econ 101 recap. What are assets? An asset is anything of value that you *own* that can be traded/converted/sold for cash like a paid off house, car, the phone you tweet on. Assets also include stocks, patents, copyrights, a retirement plan or pension.",macro
610,Yet another reason focusing on income is not the solution to a more equitable world. We need universal basic assets yesterday! http,macro
611,@user the issues has been fixed you can start mining uba right now 😊,macro
612,"A simple Google search or basic logic tells us prioritizing access to public transit systems (as type of universal basic asset) is fundamental in the fight against climate change. Even without zero-emissions containment, public transit reduces emissions http",macro
613,This is UBA Monthly Report of November 2021. Check it out! https://t.co/ISQNwYRZGX,macro
614,"Hello user,  The Collect Mission is LIVE!  Get rewarded with up to 30% NFT Mining Rate by completing the following missions 👇👇👇  Do you want more? Please stay tuned for it 😍 http",macro
615,#UniversalBasicAsset is Coming soon!  💰 $25 for 5 lucky guys ✅ RT &amp; LIKE &amp; FOLLOW @user  &amp; Join telegram Group http Tag 3 Friends and comment your TRC20 address 📲 Register on http draw on 30th august 2021 http,macro
616,The first #Crypto Project with #MoveToEarn Auto-staking &amp;amp;amp; Auto-compounding with $GMT &amp;amp;amp; $BNB Dividends Twitter- RunEarn…,no influencer
617,@user Great project that will revolutionarize the Cryptocurrency industry.  @Albidmaasi @bboossmmaann1 @user @user    7vb3pDCggqHpqh5sfV9NX6druwXmssoLVbUrCk6zyug9  $SOL #SolanaAirdrop #SEAS #Solana #Airdrop,no influencer
618,@user Great project that will revolutionarize the Cryptocurrency industry.  @Albidmaasi @bboossmmaann1 @user @user   $CRYN $SOL #Airdrop #solana #SolanaAirdrop #memecoin,no influencer
619,@user Great project that will revolutionarize the Cryptocurrency industry.  @Albidmaasi @bboossmmaann1 @user @user   $SINU #SolanaAirdrop #Airdrop $SAMO $Woof #SolanaSummer $SOL #Solana,no influencer
620,#HappyFans @user is launching soon! Get in on the action here: http #ETH $KCS $KCC #KCC $BNB $BTC $ADA $ETH   @APompliano @user @user @user @user,no influencer
621,@user Great project that will revolutionarize the Cryptocurrency industry.  @Albidmaasi @bboossmmaann1 @user @user   $SOL #Solana  #memecoin  #SolanaAirdrop #NFT #Airdrop #SAYMO #SAMO #dogecoin,no influencer
622,@user Great project that will revolutionarize the Cryptocurrency industry.  7vb3pDCggqHpqh5sfV9NX6druwXmssoLVbUrCk6zyug9  @Albidmaasi @bboossmmaann1 @user @user   #SolanaAirdrop #Atomsolana $SOL #Solana #Airdrop,no influencer
623,@user 7vb3pDCggqHpqh5sfV9NX6druwXmssoLVbUrCk6zyug9  Great project that will revolutionarize the Cryptocurrency industry.  @Albidmaasi @bboossmmaann1 @user @user   $SQUID $SOL #Solana #SolanaAirdrop #Airdrop  #SQUID #Airdrops,no influencer
624,@user Great project that will revolutionarize the Cryptocurrency industry.  @Albidmaasi @bboossmmaann1 @user @user   $SOL #SolanaAirdrop #KhabyLame #slp #meme #memetoken #Solana #Airdrop,no influencer
625,@user Great project that will revolutionarize the Cryptocurrency industry.  @Albidmaasi @bboossmmaann1 @user #Solana  #memecoin  #SolanaAirdrop #Airdrop $SFROG,no influencer
626,@user Great project that will revolutionarize the Cryptocurrency industry.  @Albidmaasi @bboossmmaann1 @user @user   #SOL $SOL#memecoin #Airdrops,no influencer
627,"It’s an open secret now that almost all #NFT marketplaces will soon support #Solana.   So, what floors should I sweep with 1,000 $SOL? 👇🏽",micro
628,"Gm. Here's the market 👇🏼  / $ETH no retracement, now at $3145   / OS trade vol up 15.5% past 24h (+$12M)  / Azuki vol surged +131%, floor now 19Ξ   / Top collections holding, smaller projects seeing moderate liquidations   / Expect liquidations to match $ETH breakout volatility",micro
629,RT @user Gm. Every interaction with this tweet enters to win $100 in $SOL 🤝,micro
630,"/ Believe in what seems difficult   Solana makes sense.  I continue to believe, with some more work and patience, $SOL will become the preferred consumer chain.   I could be wrong, but the case is strong.  What else do you love about Solana?   Have a great weekend friends ❤️",micro
631,Great time to start DCA on $SOL.   Upside is enormous in 2023 - 2025.,micro
632,RT @user Solana could dethrone $ETH before 2025.   My thoughts;🧵 http,micro
633,"Some other notable L1s to consider   Buying $NEAR now, +57% to prev ATH Buying $STX now, +103% to prev ATH Buying $KDA now, +310% to prev ATH",micro
634,"8/8 This is just the beginning.  I know there's more to say, but this alone is enough to justify some exposure.   Buy some $SOL. Get some #NFTs on @user  Watch what unfolds on Solana this year.  Follow me for important news and alpha on $SOL this year: @user   ❤️",micro
635,"RT @user So… Solana, somehow, with 12x less the market cap than $ETH  &gt;Is doing more volume in NFT transactions than OpenSea  &gt;G…",micro
636,nice project 😍 @onikatittie  @sajan_008  @aryan_0_9  @BidhanPaswan   3YTF3ar3KVH48ZwPTNCoTEFbs9NWBUUZuwtR4Vo1Xs68  $SOL #Solana $ANGRY #SolanaAirdrop #Airdrop http,no influencer
637,@user Good morning Cole and everyone. Happy Labor day weekend to you all. Time to relax and enjoy what's left of summer. Remember that #Roevember is coming quickly. IFB http,macro
638,@user @user Yes! Hope you're having a great evening! 😊😎,macro
639,@user @user @user Thank you Peggy! Happy Thursday! 😊🔥💞,macro
640,@user Thank you sweet Coco! 😊💞,macro
641,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Thank you Renee! Sending out good Sunday vibes to you and everyone. 😊💙 http,macro
642,@user So sorry for your loss. 🙏🙏,macro
643,RT @user 📢#WeCanAndMust 🚨📣#Iran is on the verge of changing and overthrowing the mullahs' regime by the organized resistance led by…,macro
644,@user @user Just followed and retweeted! Follow back appreciated. 😊,macro
645,RT @user 🇺🇦 Stand Up For Ukraine 🌻 @user @user @user @user @user @user @user @user,macro
646,#SAFEMOON TEAM IS LIVE NOW: http,mega
647,@user What's going on with roo?   🦘,mega
648,"@user Check the time zones, my friend. 😎",mega
649,@user @user http,mega
650,"@user @user Cheers, Who?",mega
651,@user @user 🍻,mega
652,"The moon just became even more #SAFU. Now completed is the 4 year lock on the second LP. We now have 2 locked LP expiring on May 1, 2025. 🚀🔒🌙  TX: http Locked LP's: https://t.co/bcPBX2aPeB  https://t.co/dxGqKeWVFX http",mega
653,"RT @user 1/ A 🧵on how @user  currently works, why the FUD is wrong, and the real problems with the current protocol.  Full discl…",nano
654,RT @user I see no lies 😂 #LUNAtic $Luna #BTC #cryptocurrency http,nano
655,"""mUh cHeAp fEeS"" narrative not working Roger? http",mega
656,"RT @user You: ""I don't understand why I would need money that is independent of world governments and corporations, hard to seize or…",mega
657,"RT @user Hard Forks hurt adoption, illustrated: http",mega
658,http,mega
659,"RT @user I'd be a *billionaire* now if I hadn't sold the 55,000 bitcoins I mined on my laptop in 2009-2010 way too early (mostly be…",mega
660,#Bitcoin http,mega
661,IT'S OVER 9000!!! http,mega
662,"RT @user We are all Satoshi, except Craig Wright",mega
663,RT @user Digitally centralized assets are deeply unsafe. Don't put so much of your family's wealth in assets that some stranger can…,mega
664,RT @user I think Bitcoin will 1000x in price over the next 50 years (in today’s USD purchasing power - all fiat is going to get…,mega
665,"RT @user ***Profits go to support my sibling in heart failure***  ""Flowers on the Moon"" $20 $usdc https://t.co/X2ufLMhBl0  #nftart…",micro
666,RT @user Solanium Giveaway Thread 🧵  1/ To celebrate our partnership with @user we'll be giving away:  - One custom Solaniu…,nano
667,"RT @user Airdropping $MOO tokens once implemented to the first 1.5K that completes following tasks:  Tasks: - Follow us - Like, RT…",nano
668,RT @user Hey AdaSwap!   To incentivize our testnet we are doing a #Airdrop for some of our users that have completed a few trades🚀…,nano
669,"RT @user 1/ 🧧 Happy #ChineseNewYear 2022! 🧧  🎰 For this celebration, we're launching a legendary #raffle with 3 exclusive NFTs.  🎁 15 win…",nano
670,@user Lets Goooo !,nano
671,RT @user 🚀🚀🚀 #NFTGiveaway 🚀🚀🚀  😈 Horns or Halos? 😇 🤔 Which clan will you join?   🙊 Stealth Drop SOON! 💸 Stake your #NFTs and Earn…,nano
672,Verifying my transaction for @user on @user http tokens claim id: 240615498343  $SOL,nano
673,"RT @user We are giving 1,000,000 $POM coins to each person that enters our airdrop.  To participate:  - Follow us - Like, Retwee…",nano
674,RT @user To celebrate @user Metaverse Fashion Week we're hosting a GIVEAWAY!🎉  Prizes -5000 @user #NFT ball caps -2…,nano
675,Verifying my transaction for @user on @user http tokens claim id: 708497388794  $SOL,nano
676,You can now connect your wallet on http to mint #Torches Genesis NFTs🎉…,mega
677,@user Great thread!!,macro
678,@user Gets me pumped for the next...,macro
679,@user Great support!! 💙🔥,macro
680,@user Great analogy 🔥,macro
681,"Choose a Category:  Person A -  Waits until they feel like doing something.  Person B - Knows they have to do something to feel like it.  Be the latter of the two, because waiting only prolongs suffering in the long-run. It's basically the only way to get things done.",macro
682,"If you struggle to mentally invest in ""Self-Education"" long-term open this: http",macro
683,@user This is how you win the day 🔥,macro
684,"7. Revenue vs lead magnets  Don’t get caught up in busy work that doesn’t make you money.  Prioritizing is also an incredibly useful tool. Tackle the most important or complex tasks first, and you will be well on your way to a prosperous business venture.",macro
685,@user Others hate wasted on envy means your productivity is focused on you.,macro
686,"@user Nobody cares, but you will coming retirement day...",macro
687,Had a good sleep this afternoon. on the way to stadium now!!!,mega
688,It's power nap time!!!,mega
689,Good morning everyone! Last training session before the Newcastle game. :),mega
690,Proud of the team. Fighting spirit 'til the end! 💪🏻💪🏻💪🏻  #feyenoord http,mega
691,Having fun during training ;) #Feyenoord #Austria http,mega
692,Another way of transport to the training ground 😉 Good but warm first training session in #Austria. #Feyenoord http,mega
693,"Sorry UK friends, i'm now going to tweet a view tweets in Dutch, regarding to my Fundraiser",mega
694,"Thanks for the visit and great weekend my friend. "" hope to see you soon Pepe lad "" ;) .  http",mega
695,"RT @user Who wants some #Tether ?  Drop your $USDT address, follow &amp; RT http",nano
696,"RT @user 💸 WIN $1000 $MATIC 💸  To celebrate Ripae's #Polygon genesis distribution, we are launching a limited-time #giveaway.   To…",nano
697,"RT @user 🥳 Time for another HUGE #giveaway with our ecosystem partner @user Prize pool: 4,400 $ONE 🎁 Extra REWARDS fo…",nano
698,RT @user 🔊Next launchpad on @user @user 💎👀  ♦️Kassandra is a decentralized autonomous organization♦️  🚀Fasten yo…,nano
